User Site ID	NASIS Group Name	obsYear	obsMonth	obsDAY	Current Taxon Name	Current Taxonomic Class	Std Latitude	Std Longitude
F2009MI121F173	12-GRR Points	2009	9	14	Skocelas	Fine-loamy over sandy or sandy-skeletal, mixed, mesic Oxyaquic Glossudalfs	43.1497778	-85.9506944
F2009MI121F172	12-GRR Points	2009	9	14	Coloma	Mixed, mesic Lamellic Udipsamments	43.1634167	-85.9380278
F2009MI121F171	12-GRR Points	2009	9	14	Okee	Loamy, mixed, active, mesic Arenic Hapludalfs	43.2045556	-85.2891944
F2009MI121F170	12-GRR Points	2009	9	14	Chelsea	Mixed, mesic Lamellic Udipsamments	43.4234722	-86.07675
2009MI139F006	12-GRR Points	2009	5	6	Plainfield	Mixed, mesic Typic Udipsamments	43.0226667	-86.0194444
2009MI139F015	12-GRR Points	2009	5	14	Covert	Sandy, mixed, mesic Oxyaquic Haplorthods	43.0956111	-86.191
F2009MI121F169	12-GRR Points	2009	9	10	Coloma	Mixed, mesic Lamellic Udipsamments	43.19	-85.9459722
F2009MI121F167	12-GRR Points	2009	9	10	Coloma	Mixed, mesic Lamellic Udipsamments	42.2073056	-85.9325
F2009MI121F156	12-GRR Points	2009	9	4	Plainfield	Mixed, mesic Typic Udipsamments	43.3849444	-86.0427778
F2009MI121F155	12-GRR Points	2009	8	21	Plainfield	Mixed, mesic Typic Udipsamments	43.4433889	-86.178
F2009MI121F154	12-GRR Points	2009	8	21	Plainfield	Mixed, mesic Spodic Udipsamments	43.4366111	-86.3321944
F2009MI121F026	12-GRR Points	2009	4	27	Coloma	Mixed, mesic Lamellic Udipsamments	43.1402222	-85.9671667
F2009MI121F027	12-GRR Points	2009	4	27	Ottokee	Mixed, mesic Aquic Udipsamments	43.1296944	-85.9658611
F2009MI121F006	12-GRR Points	2009	4	15	Healylake	Sandy, mixed, mesic, ortstein Typic Durorthods	43.1590278	-86.11175
F2009MI121F008	12-GRR Points	2009	4	23	Brems	Mixed, mesic Aquic Udipsamments	43.1613333	-86.1392778
F2009MI121F009	12-GRR Points	2009	4	23	Covert	Sandy, mixed, mesic Oxyaquic Haplorthods	43.1602222	-86.1401389
F2009MI121F010	12-GRR Points	2009	4	23	Plainfield	Mixed, mesic Typic Udipsamments	43.1444444	-85.9612222
F2009MI121F011	12-GRR Points	2009	4	23	Brems	Mixed, mesic Oxyaquic Udipsamments	43.1446389	-85.9589722
F2009MI121F036	12-GRR Points	2009	4	29	Plainfield	Mixed, mesic Spodic Udipsamments	43.1468333	-85.9615556
2009MI121F048	12-GRR Points	2009	5	1	Kaleva	Sandy, isotic, mesic Typic Haplorthods	43.1540556	-85.9621944
F2009MI121F080	12-GRR Points	2009	6	26	Grattan	Sandy, mixed, mesic Entic Haplorthods	43.21575	-86.2549722
F2009MI121F081	12-GRR Points	2009	6	26	Plainfield	Mixed, mesic Typic Udipsamments	43.2106667	-86.2275
F2009MI121F082	12-GRR Points	2009	6	26	Plainfield	Mixed, mesic Typic Udipsamments	43.2281667	-86.2290278
F2009MI121F085	12-GRR Points	2009	6	26	Covert	Sandy, mixed, mesic Oxyaquic Haplorthods	43.2215	-86.198
F2009MI121F098	12-GRR Points	2009	6	29	Plainfield	Mixed, mesic Typic Udipsamments	43.2018056	-86.2476944
F2009MI121F099	12-GRR Points	2009	6	30	Plainfield	Mixed, mesic Typic Udipsamments	43.1888333	-86.1573056
F2009MI121F182	12-GRR Points	2009	10	14	Plainfield	Mixed, mesic Spodic Udipsamments	43.2485833	-86.0811111
F2009MI121F183	12-GRR Points	2009	10	14	Covert	Sandy, mixed, mesic Oxyaquic Haplorthods	43.2873611	-86.0073611
F2009MI121F184	12-GRR Points	2009	10	14	Plainfield	Mixed, mesic Spodic Udipsamments	43.3241111	-86.1386111
F2009MI121F083	12-GRR Points	2009	6	26	Grattan	Sandy, mixed, mesic Entic Haplorthods	43.2309722	-86.2180833
2009MI121F153	12-GRR Points	2009	8	21	Kaleva	Sandy, isotic, mesic Typic Haplorthods	43.4661111	-86.2684444
F2009MI121F152	12-GRR Points	2009	8	21	Oakville	Mixed, mesic Typic Udipsamments	43.4653611	-86.2355
F2009MI121F151	12-GRR Points	2009	8	19	Mecosta	Sandy, mixed, semiactive, mesic Arenic Hapludalfs	43.4500556	-86.286
F2009MI121F021	12-GRR Points	2009	4	24	Brems	Mixed, mesic Oxyaquic Udipsamments	43.1182778	-86.2002778
2009MI139F205	12-GRR Points	2009	9	22	Coloma	Mixed, mesic Lamellic Udipsamments	42.9529167	-85.8266667
2009MI139F213	12-GRR Points	2009	9	22	Brethren	Sandy, isotic, mesic Oxyaquic Haplorthods	42.9150278	-85.8475
2009MI139F212	12-GRR Points	2009	9	22	Plainfield	Mixed, mesic Spodic Udipsamments	42.9133889	-85.8488056
2009MI139F209	12-GRR Points	2009	9	22	Coloma - deep substratum Bt	Mixed, mesic Lamellic Udipsamments	42.9503333	-85.8568333
2009MI139F226	12-GRR Points	2009	9	25	Covert	Sandy, mixed, mesic Oxyaquic Haplorthods	42.8756389	-85.9697222
2009MI139F227	12-GRR Points	2009	9	25	Benona - deep lamellae	Sandy, mixed, mesic Lamellic Haplorthods	42.8683056	-86.0365278
2009MI139F045	12-GRR Points	2009	5	27	Plainfield - dune phase	Mixed, mesic Typic Udipsamments	43.0111944	-86.10525
F2009MI121F131	12-GRR Points	2009	7	22	Oakville	Mixed, mesic Typic Udipsamments	43.1271389	-86.0674167
F2009MI121F092	12-GRR Points	2009	6	29	Plainfield	Mixed, mesic Spodic Udipsamments	43.2028889	-86.3035278
F2009MI121F004	12-GRR Points	2009	4	15	Brethren - loamy strata substratum	Sandy, isotic, mesic Oxyaquic Haplorthods	43.1612222	-86.1127778
2009MI139F228	12-GRR Points	2009	9	29	Covert	Sandy, mixed, mesic Oxyaquic Haplorthods	42.8303889	-86.0546667
2009MI139F198	12-GRR Points	2009	9	18	Plainfield	Mixed, mesic Typic Udipsamments	42.8943333	-85.8969444
2009MI139F199	12-GRR Points	2009	9	18	Plainfield	Mixed, mesic Typic Udipsamments	42.8945	-85.8986111
2009MI139F064	12-GRR Points	2009	6	2	Coloma	Mixed, mesic Lamellic Udipsamments	42.9839167	-86.0439444
2009MI139F230	12-GRR Points	2009	9	29	Wixom	Sandy over loamy, mixed, semiactive, mesic Alfic Epiaquods	42.8500556	-86.02325
2009MI139F223	12-GRR Points	2009	9	25	Brems	Mixed, mesic Oxyaquic Udipsamments	42.8779444	-85.9641944
2009MI139F192	12-GRR Points	2009	9	17	Chelsea	Mixed, mesic Lamellic Udipsamments	42.9558056	-85.7929722
2009MI139F117	12-GRR Points	2009	6	18	Benona	Sandy, mixed, mesic Lamellic Haplorthods	42.7749722	-86.1386667
2009MI139F075	12-GRR Points	2009	6	4	Benona	Sandy, mixed, mesic Alfic Haplorthods	42.9383056	-86.0019167
2009MI139F042	12-GRR Points	2009	5	27	Plainfield	Mixed, mesic Spodic Udipsamments	43.02525	-86.1289444
2009MI139F114	12-GRR Points	2009	6	17	Brems	Mixed, mesic Oxyaquic Udipsamments	42.7780556	-86.1125
F2009MI121F079	12-GRR Points	2009	6	26	Typic Udipsamments	Mesic Typic Udipsamments	43.2158333	-86.2563889
F2009MI121F164	12-GRR Points	2009	9	10	Coloma - glossic loamy substratum	Mixed, mesic Lamellic Udipsamments	43.2416111	-85.8299167
F2009MI121F161	12-GRR Points	2009	9	10	Plainfield	Mixed, mesic Spodic Udipsamments	43.2567778	-85.8891389
F2009MI121F163	12-GRR Points	2009	9	10	Chelsea	Mixed Lamellic Udipsamments	43.2368333	-85.9075833
F2009MI121F165	12-GRR Points	2009	9	10	Benona - MWD	Mixed, mesic Lamellic Haplorthods	43.2394444	-85.9006667
2009MI139F185	12-GRR Points	2009	9	16	Coloma	Mixed, mesic Lamellic Udipsamments	42.9618889	-85.8270278
2009MI139F179	12-GRR Points	2009	9	15	SND - Northshore MWD	Mixed, mesic Typic Psammaquents	43.0374722	-85.8392222
2009MI139F178	12-GRR Points	2009	9	15	Benona - mwd	Sandy, mixed, mesic Lamellic Oxyaquic haplorth Haplorthods	43.1885833	-85.9028611
2009MI139F176	12-GRR Points	2009	9	11	Brems	Mixed, mesic Oxyaquic Udipsamments	43.0956667	-85.9501667
2009MI139F188	12-GRR Points	2009	9	16	Coloma	Mixed, mesic Lamellic Udipsamments	42.9755	-85.8391944
2009MI139F184	12-GRR Points	2009	9	16	Skocelas	Coarse-loamy, mixed, mesic Oxyaquic Glossudalfs	42.9628889	-85.8266667
2009MI139F177	12-GRR Points	2009	9	11	Benona - fine sand, deep lamellae	Mixed, mesic Lamellic Haplorthods	43.0963333	-85.947
2009MI139F204	12-GRR Points	2009	9	21	Chelsea	Mixed, mesic Lamellic Udipsamments	42.9566389	-85.8104722
2009MI139F211	12-GRR Points	2009	9	22	Grattan	Sandy, mixed, mesic Entic Haplorthods	42.9088333	-85.8974444
2009MI139F229	12-GRR Points	2009	9	29	Plainfield	Mixed, mesic Typic Udipsamments	42.8326389	-86.0544167
2009MI139F208	12-GRR Points	2009	9	22	Coloma	Mixed, mesic Lamellic Udipsamments	42.9572778	-85.8243889
2009MI139F123	12-GRR Points	2009	6	19	Covert	Sandy, mixed, mesic Oxyaquic Haplorthods	42.7910833	-86.1603056
2009MI139F118	12-GRR Points	2009	6	18	Pipestone	Sandy, mixed, mesic Typic Endoaquods	42.7743056	-86.1612222
2009MI139F120	12-GRR Points	2009	6	19	Pipestone	Sandy, mixed, mesic Typic Endoaquods	42.7953056	-86.1797222
2009MI139F138	12-GRR Points	2009	6	25	Pipestone	Sandy, mixed, mesic Typic Endoaquods	42.7860278	-86.1710833
2009MI139F195	12-GRR Points	2009	9	18	Spinks	Sandy, mixed, mesic Lamellic Hapludalfs	42.9369444	-85.9216944
2009MI139F196	12-GRR Points	2009	9	18	Spinks	Sandy, mixed, mesic Lamellic Hapludalfs	42.936	-85.919
2009MI139F197	12-GRR Points	2009	9	18	Covert	Sandy, mixed, mesic Oxyaquic Haplorthods	42.8983333	-85.91325
2009MI139F189	12-GRR Points	2009	9	17	Morley	Fine, illitic, mesic Oxyaquic Hapludalfs	42.9540556	-85.8502222
2009MI139F190	12-GRR Points	2009	9	17	Muskegon	Sandy over loamy, mixed, active, mesic Fragic Oxyaquic haplud Hapludalfs	42.9541944	-85.8511389
2009MI139F191	12-GRR Points	2009	9	17	Skocelas	Coarse-loamy, mixed, active, mesic Oxyaquic Glossudalfs	42.9891667	-85.8742222
2009MI139F186	12-GRR Points	2009	9	16	Benzonia	Sandy, isotic, mesic Lamellic Haplorthods	42.9733056	-85.8314722
F2009MI121F166	12-GRR Points	2009	9	10	Spinks	Sandy, mixed, mesic Lamellic Hapludalfs	43.2411667	-85.9000556
F2009MI121F022	12-GRR Points	2009	4	24	Dair	Mixed, mesic Typic Psammaquents	43.1182222	-86.1984167
F2009MI121F150	12-GRR Points	2009	8	18	Plainfield	Mixed, mesic Typic Udipsamments	43.4414722	-86.0976389
F2009MI121F157	12-GRR Points	2009	9	4	Benona	Sandy, mixed, mesic Lamellic Haplorthods	43.3528611	-86.0484722
2009MI139F139	12-GRR Points	2009	7	10	Plainfield	Mixed, mesic Spodic Udipsamments	42.9613333	-86.2158611
F2009MI121F084	12-GRR Points	2009	6	26	Plainfield	Mixed, mesic Typic Udipsamments	43.22175	-86.2088889
2009MI139F201	12-GRR Points	2009	9	21	Benona	Sandy, mixed, mesic Lamellic Haplorthods	42.9541111	-85.7990556
F2009MI121F158	12-GRR Points	2009	9	4	Brems	Mixed, mesic Oxyaquic Udipsamments	43.246	-85.8892222
2009MI139F210	12-GRR Points	2009	9	22	Brems	Mixed, mesic Oxyaquic Udipsamments	42.9073889	-85.9010278
2009MI139F174	12-GRR Points	2009	9	11	Brethren - buried	Sandy, isotic, mesic Oxyaquic Haplorthods	43.1021111	-85.9486667
F2009MI121F160	12-GRR Points	2009	9	9	Brethren	Sandy, mixed, mesic Oxyaquic Haplorthods	43.2386667	-85.8984722
2009MI139F225	12-GRR Points	2009	9	25	Covert	Sandy, mixed, mesic Oxyaquic Haplorthods	42.8676389	-85.9795
2009MI139F183	12-GRR Points	2009	9	16	Benzonia	Sandy, isotic, mesic Lamellic Haplorthods	42.967	-85.82875
2009MI139F182	12-GRR Points	2009	9	16	Spinks	Sandy, mixed, mesic Lamellic Hapludalfs	42.9645556	-85.8257778
2009MI139F194	12-GRR Points	2009	9	17	Spinks	Sandy, mixed, mesic Lamellic Hapludalfs	42.9549444	-85.8101111
2009MI139F193	12-GRR Points	2009	9	17	Spinks - MWD	Sandy, mixed, mesic Lamellic Hapludalfs	42.9563056	-85.7939722
2009MI139F181	12-GRR Points	2009	9	15	SND		43.0007222	-85.8191111
2009MI139F180	12-GRR Points	2009	9	15	Ionia	Fine-loamy over sandy or sandy-skeletal, mixed, semiactive, mesic Oxyaquic Hapludalfs	43.0002778	-85.8193333
2009MI139F021	12-GRR Points	2009	5	18	Oakville - dune phase	Mixed, mesic Typic Udipsamments	43.1049167	-86.1723333
2009MI139F173	12-GRR Points	2009	9	11	Spinks - clayey substratum	Sandy, mixed, mesic Lamellic Hapludalfs	43.0571111	-85.9311111
2009MI139F048	12-GRR Points	2009	5	28	Plainfield - dune phase	Mixed, mesic Typic Udipsamments	42.9527222	-86.0129444
2009MI139F029	12-GRR Points	2009	5	21	Plainfield	Mixed, mesic Typic Udipsamments	43.0033056	-86.1652806
2009MI139F043	12-GRR Points	2009	5	27	Plainfield	Mixed, mesic Spodic Udipsamments	43.01625	-86.0063333
2009MI139F028	12-GRR Points	2009	5	21	Brems	Mixed, mesic Oxyaquic Udipsamments	43.0342222	-86.1856667
2009MI139F032	12-GRR Points	2009	5	26	Brems	Mixed, mesic Oxyaquic Udipsamments	43.0482778	-86.2008056
2009MI139F033	12-GRR Points	2009	5	26	Northshore - deep	Isotic, mesic Typic Udipsamments	43.0518333	-86.1893611
2009MI139F081	12-GRR Points	2009	6	5	Covert	Sandy, mixed, mesic Oxyaquic Haplorthods	42.9972222	-85.9928333
F2009MI121T001-01	12-GRR Points	2009	4	15	Benona	Sandy, mixed, mesic Lamellic Haplorthods	43.1682778	-86.0651389
F2009MI121T001-02	12-GRR Points	2009	4	15	Grattan	Sandy, mixed, mesic Entic Haplorthods	43.1689722	-86.0654444
F2009MI121T001-03	12-GRR Points	2009	4	15	Coloma	Mixed, mesic Lamellic Udipsamments	43.1695278	-86.0655556
F2009MI121T001-04	12-GRR Points	2009	4	15	Coloma - deep lamellae	Mixed, mesic Spodic Udipsamments	43.1701389	-86.0655556
F2009MI121T001-05	12-GRR Points	2009	4	15	Benona	Sandy, mixed, mesic Lamellic Haplorthods	43.1707222	-86.0652778
F2009MI121T001-06	12-GRR Points	2009	4	15	Coloma - deep lamellae	Mixed, mesic Spodic Udipsamments	43.1712222	-86.0655
F2009MI121T001-07	12-GRR Points	2009	4	15	Coloma	Mixed, mesic Lamellic Udipsamments	43.1719444	-86.0656667
F2009MI121T001-08	12-GRR Points	2009	4	15	Coloma	Mixed, mesic Spodic Udipsamments	43.1727778	-86.0654722
F2009MI121T001-09	12-GRR Points	2009	4	15	Benona	Sandy, mixed, mesic Lamellic Haplorthods	43.1733333	-86.0657222
F2009MI121T001-10	12-GRR Points	2009	4	15	Plainfield	Mixed, mesic Typic Udipsamments	43.1736667	-86.0655556
F2009MI121T002-01	12-GRR Points	2009	4	22	Plainfield	Mixed, mesic Spodic Udipsamments	43.1444167	-86.1851389
F2009MI121T002-02	12-GRR Points	2009	4	22	Brems	Mixed, mesic Oxyaquic Udipsamments	43.1439722	-86.1849722
F2009MI121T002-03	12-GRR Points	2009	4	22	Brems	Mixed, mesic Oxyaquic Udipsamments	43.1435278	-86.1846667
F2009MI121T002-04	12-GRR Points	2009	4	22	Brems	Mixed, mesic Oxyaquic Udipsamments	43.1430278	-86.1846389
F2009MI121T002-05	12-GRR Points	2009	4	22	Plainfield	Mixed, mesic Typic Udipsamments	43.1425	-86.1846667
F2009MI121T002-06	12-GRR Points	2009	4	22	Plainfield	Mixed, mesic Spodic Udipsamments	43.1420556	-86.1844444
F2009MI121T002-07	12-GRR Points	2009	4	22	Plainfield	Mixed, mesic Typic Udipsamments	43.1414444	-86.1842222
F2009MI121T002-08	12-GRR Points	2009	4	22	Plainfield	Mixed, mesic Typic Udipsamments	43.1411667	-86.1837222
F2009MI121T002-09	12-GRR Points	2009	4	22	Plainfield	Mixed, mesic Typic Udipsamments	43.1410833	-86.1830556
F2009MI121T002-10	12-GRR Points	2009	4	22	Grattan	Sandy, mixed, mesic Entic Haplorthods	43.1407778	-86.1824722
F2009MI121T006-01	12-GRR Points	2009	5	1	Pipestone - ironstone duripan	Sandy, mixed, mesic Typic Endoaquods	43.1498333	-85.9596389
F2009MI121T006-02	12-GRR Points	2009	5	1	Pipestone	Sandy, mixed, mesic Typic Endoaquods	43.1506944	-85.9596389
F2009MI121T006-03	12-GRR Points	2009	5	1	Covert	Sandy, mixed, mesic Oxyaquic Haplorthods	43.1516111	-85.9596111
F2009MI121T006-04	12-GRR Points	2009	5	1	Pipestone	Sandy, mixed, mesic Typic Endoaquods	43.1520833	-85.9606111
F2009MI121T006-05	12-GRR Points	2009	5	1	Covert	Sandy, mixed, mesic Oxyaquic Haplorthods	43.1523611	-85.9613889
F2009MI121T006-06	12-GRR Points	2009	5	1	Grattan	Sandy, mixed, mesic Entic Haplorthods	43.1530278	-85.9623889
F2009MI121T013-01	12-GRR Points	2009	7	2	Plainfield	Mixed, mesic Spodic Udipsamments	43.2393056	-86.1004167
F2009MI121T013-02	12-GRR Points	2009	7	2	Covert	Sandy, mixed, mesic Oxyaquic Haplorthods	43.2393889	-86.1153611
F2009MI121T013-03	12-GRR Points	2009	7	2	Plainfield	Mixed, mesic Spodic Udipsamments	43.2475833	-86.1196389
F2009MI121T013-04	12-GRR Points	2009	7	2	Plainfield	Mixed, mesic Typic Udipsamments	43.2529444	-86.1248333
F2009MI121T013-05	12-GRR Points	2009	7	6	Grattan	Sandy, mixed, mesic Entic Haplorthods	43.2493056	-86.1481111
2009MI121T01306	12-GRR Points	2009	7	6	Kaleva	Sandy, mixed, mesic Typic Haplorthods	43.2551389	-86.1743333
F2009MI121T013-07	12-GRR Points	2009	7	6	Plainfield	Mixed, mesic Spodic Udipsamments	43.2147222	-86.1665833
F2009MI121T013-08	12-GRR Points	2009	7	6	Grattan	Sandy, mixed, mesic Entic Haplorthods	43.2130833	-86.1335833
F2009MI121T013-09	12-GRR Points	2009	7	6	Grattan	Sandy, mixed, mesic Entic Haplorthods	43.2231667	-86.1278611
F2009MI121T013-10	12-GRR Points	2009	7	6	Covert	Sandy, mixed, mesic Oxyaquic Haplorthods	43.2246944	-86.1179444
F2009MI121F214	12-GRR Points	2009	11	10	Brems	Mixed, mesic Oxyaquic Udipsamments	43.4320556	-86.1004167
2009MI139T00801	12-GRR Points	2009	5	6	Grattan	Sandy, mixed, mesic Entic Haplorthods	43.0163611	-86.1013333
2009MI139T00802	12-GRR Points	2009	5	6	Grattan	Sandy, mixed, mesic Entic Haplorthods	43.017	-86.1002222
2009MI139T00803	12-GRR Points	2009	5	6	Grattan	Sandy, mixed, mesic Entic Haplorthods	43.0169722	-86.1155
2009MI139T00804	12-GRR Points	2009	5	6	Plainfield	Mixed, mesic Spodic Udipsamments	43.0175833	-86.0977778
2009MI139T00805	12-GRR Points	2009	5	6	Plainfield	Mixed, mesic Spodic Udipsamments	43.0180278	-86.0964167
2009MI139T00701	12-GRR Points	2009	5	6	Brems	Mixed, mesic Oxyaquic Udipsamments	43.0268056	-86.0185556
2009MI139T00702	12-GRR Points	2009	5	6	Brems	Mixed, mesic Oxyaquic Udipsamments	43.0263333	-86.0183889
2009MI139T00703	12-GRR Points	2009	5	6	Brems	Mixed, mesic Oxyaquic Udipsamments	43.0259167	-86.0187222
2009MI139T00704	12-GRR Points	2009	5	6	Brems	Mixed, mesic Oxyaquic Udipsamments	43.02575	-86.0186111
2009MI139T00705	12-GRR Points	2009	5	6	Brems	Mixed, mesic Oxyaquic Udipsamments	43.0253056	-86.0185556
2009MI139T00706	12-GRR Points	2009	11	20	Brems	Mixed, mesic Oxyaquic Udipsamments	43.0248889	-86.0189444
2009MI139T00707	12-GRR Points	2009	5	6	Brems	Mixed, mesic Oxyaquic Udipsamments	43.02425	-86.0184722
2009MI139T00708	12-GRR Points	2009	5	6	Plainfield	Mixed, mesic Typic Udipsamments	43.0238611	-86.0186389
2009MI139T00709	12-GRR Points	2009	5	6	Plainfield	Mixed, mesic Typic Udipsamments	43.0236111	-86.0188056
2009MI139T00710	12-GRR Points	2009	5	6	Plainfield	Mixed, mesic Typic Udipsamments	43.0231944	-86.01875
F2009MI121T019-01	12-GRR Points	2009	8	18	Plainfield	Mixed, mesic Spodic Udipsamments	43.4540833	-86.1579444
F2009MI121T019-02	12-GRR Points	2009	8	18	Perecheney - deep argillic	Fine-loamy, mixed, active, mesic Oxyaquic Glossudalfs	43.4528611	-86.1575556
F2009MI121T019-03	12-GRR Points	2009	8	18	Grattan	Sandy, mixed, mesic Entic Haplorthods	43.4515	-86.1570278
F2009MI121T019-04	12-GRR Points	2009	8	18	Coloma - deep lamellae	Mixed, mesic Spodic Udipsamments	43.4501667	-86.1564167
F2009MI121T019-05	12-GRR Points	2009	8	18	Benzonia	Sandy, mixed, mesic Lamellic Haplorthods	43.4488611	-86.1571389
F2009MI121T019-06	12-GRR Points	2009	8	18	Grattan	Sandy, mixed, mesic Entic Haplorthods	43.4475	-86.1576111
2009MI121T01907	12-GRR Points	2009	8	18	Kaleva	Sandy, isotic, mesic Typic Haplorthods	43.4460278	-86.1573333
F2009MI121T019-08	12-GRR Points	2009	8	18	Plainfield	Mixed, mesic Typic Udipsamments	43.4446667	-86.1578056
F2009MI121T019-09	12-GRR Points	2009	8	18	Plainfield	Mixed, mesic Typic Udipsamments	43.4433611	-86.1577222
F2009MI121T019-10	12-GRR Points	2009	8	18	Plainfield	Mixed, mesic Typic Udipsamments	43.4418611	-86.1576389
F2009MI121T020-01	12-GRR Points	2009	8	19	Grattan	Sandy, mixed, mesic Entic Haplorthods	43.4711111	-86.3761944
F2009MI121T020-02	12-GRR Points	2009	8	19	Grattan	Sandy, mixed, mesic Entic Haplorthods	43.4683889	-86.3668333
F2009MI121T020-03	12-GRR Points	2009	8	19	Grattan	Sandy, mixed, mesic Entic Haplorthods	43.4541667	-86.3557222
F2009MI121T020-04	12-GRR Points	2009	8	19	Grattan	Sandy, mixed, mesic Entic Haplorthods	43.4643056	-86.3559444
F2009MI121T020-05	12-GRR Points	2009	8	19	Grattan	Sandy, mixed, mesic Entic Haplorthods	43.4678056	-86.3473611
F2009MI121T020-06	12-GRR Points	2009	8	19	Plainfield	Mixed, mesic Typic Udipsamments	43.4450556	-86.3438611
F2009MI121T020-07	12-GRR Points	2009	8	19	Grattan	Sandy, mixed, mesic Entic Haplorthods	43.4633889	-86.3316389
F2009MI121T020-08	12-GRR Points	2009	8	19	Grattan	Sandy, mixed, mesic Entic Haplorthods	43.4538889	-86.3231111
F2009MI121T020-09	12-GRR Points	2009	8	19	Plainfield	Mixed, mesic Typic Udipsamments	43.4704167	-86.3078333
F2009MI121T020-10	12-GRR Points	2009	8	19	Plainfield - calcareous substratum	Mixed, mesic Spodic Udipsamments	43.4635833	-86.2962778
2009MI139T01201	12-GRR Points	2009	5	21	Plainfield	Mixed, mesic Typic Udipsamments	43.0123056	-86.1730833
2009MI139T01202	12-GRR Points	2009	5	21	Plainfield	Mixed, mesic Typic Udipsamments	43.0136667	-86.1729722
2009MI139T01203	12-GRR Points	2009	5	21	Grattan	Sandy, mixed, mesic Entic Haplorthods	43.0150556	-86.1731667
2009MI139T01204	12-GRR Points	2009	5	21	Plainfield	Mixed, mesic Typic Udipsamments	43.0156667	-86.1750556
2009MI139T01205	12-GRR Points	2009	5	21	Grattan	Sandy, mixed, mesic Entic Haplorthods	43.0163611	-86.1765833
2009MI139T01206	12-GRR Points	2009	5	21	Plainfield	Mixed, mesic Spodic Udipsamments	43.0175556	-86.1778889
2009MI139T01207	12-GRR Points	2009	5	21	Grattan	Sandy, mixed, mesic Entic Haplorthods	43.0189167	-86.1773333
2009MI139T01208	12-GRR Points	2009	5	21	Grattan	Sandy, mixed, mesic Entic Haplorthods	43.0201667	-86.1764722
2009MI139T01209	12-GRR Points	2009	5	21	Grattan	Sandy, mixed, mesic Entic Haplorthods	43.0216111	-86.1764444
2009MI139T01210	12-GRR Points	2009	5	21	Plainfield	Mixed, mesic Spodic Udipsamments	43.0229722	-86.1761944
2009MI139T01401	12-GRR Points	2009	6	2	Brems - gravelly subsoil	Mixed, mesic Oxyaquic Udipsamments	42.9796111	-86.0537222
2009MI139T01402	12-GRR Points	2009	6	2	Brems - gravelly subsoil	Mixed, mesic Oxyaquic Udipsamments	42.9799444	-86.0538056
2009MI139T01403	12-GRR Points	2009	6	2	Covert - gravelly subsoil	Sandy, mixed, mesic Oxyaquic Haplorthods	42.9803056	-86.0538333
2009MI139T01404	12-GRR Points	2009	6	2	Brems - gravelly subsoil	Mixed, mesic Oxyaquic Udipsamments	42.9806667	-86.0537778
2009MI139T01405	12-GRR Points	2009	6	2	Brems - gravelly subsoil	Mixed, mesic Oxyaquic Udipsamments	42.9809722	-86.05375
2009MI139T01406	12-GRR Points	2009	6	2	Brems - gravelly subsoil	Mixed, mesic Oxyaquic Udipsamments	42.9813889	-86.0538056
2009MI139T01407	12-GRR Points	2009	6	2	Brems - gravelly subsoil	Mixed, mesic Oxyaquic Udipsamments	42.9817222	-86.0538889
2009MI139T01408	12-GRR Points	2009	6	2	Brems - gravelly subsoil	Mixed, mesic Oxyaquic Udipsamments	42.9820556	-86.0539444
F2007MI121F029	12-GRR Points	2007	8	9	Grattan	Sandy, mixed, mesic Entic Haplorthods	43.29725	-86.2687222
F2008MI121F037	12-GRR Points	2008	10	2	Grattan	Sandy, mixed, mesic Entic Haplorthods	43.2920833	-86.2403889
F2008MI121F038	12-GRR Points	2008	10	2	Grattan	Sandy, mixed, mesic Entic Haplorthods	43.2841944	-86.2429722
F2008MI121F040	12-GRR Points	2008	10	2	Grattan	Sandy, mixed, mesic Entic Haplorthods	43.2798333	-86.2531389
F2008MI121F043	12-GRR Points	2008	10	2	Plainfield	Mixed, mesic Typic Udipsamments	43.2908889	-86.2561667
F2008MI121F044	12-GRR Points	2008	10	2	Plainfield	Mixed, mesic Spodic Udipsamments	43.2930278	-86.249
F2008MI121F083	12-GRR Points	2008	10	20	Grattan	Sandy, mixed, mesic Entic Haplorthods	43.2484722	-86.2032778
F2008MI121F090	12-GRR Points	2008	10	22	Plainfield	Mixed, mesic Typic Udipsamments	43.2411944	-86.2164444
F2008MI121F091	12-GRR Points	2008	10	22	Plainfield	Mixed, mesic Spodic Udipsamments	43.2471111	-86.1948056
F2008MI121F092	12-GRR Points	2008	10	22	Grattan	Sandy, mixed, mesic Entic Haplorthods	43.2529722	-86.1946667
F2008MI121F095	12-GRR Points	2008	10	22	Grattan	Sandy, mixed, mesic Entic Haplorthods	43.2394167	-86.1983056
F2008MI121F097	12-GRR Points	2008	10	22	Plainfield	Mixed, mesic Typic Udipsamments	43.2465556	-86.1689444
F2008MI121F098	12-GRR Points	2008	10	23	Brems	Mixed, mesic Oxyaquic Udipsamments	43.1882222	-86.2813056
F2008MI121F099	12-GRR Points	2008	10	23	Covert	Sandy, mixed, mesic Oxyaquic Haplorthods	43.18625	-86.2830833
F2008MI121F100	12-GRR Points	2008	10	23	Grattan	Sandy, mixed, mesic Entic Haplorthods	43.1806944	-86.2841389
F2008MI121F101	12-GRR Points	2008	10	23	Grattan	Sandy, mixed, mesic Entic Haplorthods	43.1763056	-86.2873889
