User Site ID	NASIS Group Name	obsYear	obsMonth	obsDAY	Current Taxon Name	Current Taxonomic Class	Std Latitude	Std Longitude
96MI101009	12-GRR Points	1996	10	3	Jebavy	Sandy, mesic Typic Duraquods	44.441575	-85.9565194
D95MI019003	12-GRR Points	1995	6	1	Dair	Mixed Typic Psammaquents	44.6095278	-85.8672222
1996MI019005	12-GRR Points	1996	6	21	Grattan	Sandy, mixed, mesic Entic Haplorthods	44.5844444	-85.9930556
D96MI101002	12-GRR Points	1996	9	3	Dair	Sandy, mixed Histic Humaquepts	44.4263889	-85.9400833
D96MI101003	12-GRR Points	1996	9	3	Dair	Mixed Typic Psammaquents	44.4266944	-85.9670556
1996MI101204	12-GRR Points	1996	6	18	Brethren	Sandy, mixed Oxyaquic Haplorthods	44.4509167	-85.9664167
D96MI101005	12-FLI Points	1996	6	20	Boyer	Coarse-loamy, mixed Typic Hapludalfs	44.4362417	-85.8575528
D96MI101007	12-GRR Points	1996	6	18	Saugatuck	Sandy, mixed, ortstein Typic Endoaquods	44.4484167	-85.9656111
1996MI101008	12-GRR Points	1996	6	18	Houghton	Euic, mesic Typic Haplosaprists	44.4531111	-85.991
D96MI101001	12-GRR Points	1996	9	2	Dair	Mixed Typic Psammaquents	44.4338056	-85.9617222
94IN039003	12-GRR Points	1994	10	24				
1977OH173001	12-FLI Points	1998	7	13	Latty	Fine, illitic, nonacid Aquepts	41.6322639	-83.2734694
1988OH125001	12-FLI Points	1988	5	10	Latty	Fine, illitic Aquepts		
1988OH125002	12-FLI Points	1988	4	21	Latty	Fine, illitic Aquepts	41.1909139	-78.6585639
1988OH125003	12-FLI Points	1988	10	6	Latty	Fine, illitic Aquepts	41.0777583	-78.59435
1988OH125005	12-FLI Points	1988	5	5	Lenawee	Fine, mixed, semiactive, nonacid, mesic Mollic Epiaquepts	41.1633639	-84.4354722
1988OH125004	12-FLI Points	1988	10	5	Lenawee	Fine, illitic Aquepts	41.2319556	-84.7967778
1988OH125006	12-FLI Points	1988	10	5	Lenawee	Fine, illitic Aquepts	41.2242417	-84.7970972
1988OH125007	12-FLI Points	1988	10	5	Lenawee	Fine, illitic Aquepts	41.2320889	-84.7975139
1988OH125008	12-FLI Points	1988	10	19	Lenawee	Fine, illitic Aquepts	41.2319556	-84.7967778
1989OH125002	12-FLI Points	1989	4	13	Lenawee	Fine, mixed, nonacid Aquepts	41.0767667	-84.3795083
1989OH125003	12-FLI Points	1989	5	24	Lenawee	Fine, illitic Aquepts	41.2495472	-84.7647528
1989OH125004	12-FLI Points	1989	4	11	Lenawee	Fine, illitic Aquepts	41.2489306	-84.7647278
S1990IN039006	12-GRR Points	1990	9	1	Maumee	Sandy, mixed, mesic Typic Endoaquolls	41.7377777	-85.9283371
S1990IN039006	12-GRR Points	1990	9	1	Maumee	Coarse-loamy, mixed, superactive, mesic Typic Endoaquolls	41.7377777	-85.9283371
F2006MI121001	12-GRR Points	2006	6	16	Perrinton	Fine, mixed, active, mesic Oxyaquic Glossudalfs	43.4714722	-86.4268056
F2006MI121001	12-GRR Points	2006	6	19			43.4714722	-86.4268056
F2006MI121004	12-GRR Points	2006	10	3	Plainfield	Isotic, mesic Typic Udipsamments	43.4296111	-86.2398611
F2006MI121004	12-GRR Points	2006	10	4			43.4296111	-86.2398611
F2006MI121003	12-GRR Points	2006	8	9	Platteriver	Mixed, mesic Oxyaquic Udipsamments	43.366	-86.1202778
F2006MI121003	12-GRR Points	2006	10	12			43.366	-86.1202778
F2006MI121008	12-GRR Points	2006	10	20			43.4463611	-86.2296111
F2006MI121008	12-GRR Points	2006	10	11	SND	Isotic, mesic Lamellic Udipsamments	43.4463611	-86.2296111
NAMI139001	12-GRR Points	2006	11	15	Perrinton	Coarse-loamy, mixed, active, mesic Oxyaquic Glossudalfs		
NAMI139002	12-GRR Points	2006	11	16	Wallkill	Fine-loamy, mixed, superactive, nonacid, mesic Fluvaquentic Humaquepts		
NAMI139003	12-GRR Points	2006	11	16	Wallkill	Fine-loamy, mixed, superactive, nonacid, mesic Fluvaquentic Humaquepts		
NAMI139005	12-GRR Points	2006	11	17	Benona	Sandy, mixed, mesic Lamellic Haplorthods		
NAMI139006	12-GRR Points	2006	11	20	SND	Fine-loamy, mixed, semiactive, mesic Mollic Oxyaquic Hapludalfs		
NAMI139007	12-GRR Points	2006	11	20	Alexandria	Fine, mixed, mesic Oxyaquic Hapludalfs		
NAMI139008	12-GRR Points	2006	11	21	Tuscola	Fine-loamy, mixed, active, mesic Aquic Hapludalfs		
ENAMI139008	12-GRR Points	2006	11	21	Tuscola	Fine-loamy, mixed, active, mesic Aquic Hapludalfs		
NAMI139009	12-GRR Points	2006	11	21	Saylesville	Fine-loamy, mixed, mesic Typic Hapludalfs		
1967MI139001	12-GRR Points	2006	11	22	Carlisle	Euic, mesic Hemic Haplosaprists	42.8364944	-85.9524833
NAMI139013	12-GRR Points	2006	11	22	Plainfield - dune	Mixed, mesic Typic Udipsamments		
1962MI139029	12-GRR Points	2006	11	22				
1962MI139029	12-GRR Points	1962	10	31	Willette	Mesic		
NAMI139015	12-GRR Points	2006	11	27	Pipestone	Sandy, mixed, mesic Typic Endoaquods		
NAMI139016	12-GRR Points	2006	11	27	Wixom	Sandy over loamy, mixed, semiactive, mesic Alfic Epiaquods		
NAMI139017	12-GRR Points	2006	11	27	Arkport	Coarse-loamy, mixed, active, mesic Lamellic Hapludalfs		
1966MI139006	12-GRR Points	2006	12	1	Plainfield - dune phase	Mixed, mesic Typic Udipsamments		
2005MI049001	12-GRR Points	2005	4	13	Adrian	Sandy or sandy-skeletal, mixed, euic, mesic Terric Haplosaprists	43.1378889	-83.5496944
1959MI139004	12-GRR Points	2006	12	1				
1959MI139004	12-GRR Points	1959	6	11	Shavenaugh	Mixed, mesic Psammentic Hapludalfs		
1959MI139003	12-GRR Points	2006	12	1				
1959MI139003	12-GRR Points	1959	6	11	Coloma	Mixed, mesic Lamellic Udipsamments		
1960MI139009	12-GRR Points	2006	12	4	Coloma	Mixed, mesic Lamellic Udipsamments		
1961MI139009	12-GRR Points	2006	12	5				
1961MI139009	12-GRR Points	1961	3	30	Benona	Sandy, mixed, mesic Lamellic Haplorthods		
ENAMI139020	12-GRR Points	2006	12	6	Bennington	Fine, illitic, mesic Aeric Epiaqualfs		
1967MI139203	12-GRR Points	2006	12	7	Kosciusko	Fine-loamy, mixed, active, mesic Inceptic Hapludalfs	42.9350556	-85.8045833
NAMI139022	12-GRR Points	2006	12	7	Ypsi	Coarse-loamy over clayey, mixed, semiactive, mesic Udollic Epiaqualfs		
NAMI139023	12-GRR Points	2006	12	7	Munuscong	Coarse-loamy over clayey, mixed, mesic Mollic Epiaquepts		
NAMI139026	12-GRR Points	2006	12	7	Boyer	Coarse-loamy, mixed, semiactive, mesic Typic Hapludalfs		
NAMI139028	12-GRR Points	2006	12	7	Wallkill	Fine-loamy, mixed, superactive, nonacid, mesic Fluvaquentic Humaquepts		
1965MI139019	12-GRR Points	2006	12	8			42.9253056	-86.1059167
1965MI139019	12-GRR Points	1965	10	25	Boots	Euic, mesic Hemic Haplofibrists	42.9253056	-86.1059167
1965MI139020	12-GRR Points	2006	12	8				
1965MI139020	12-GRR Points	1965	10	25	Kerston (shallow epipedon tax.)	Sandy, mesic Typic Fluvaquents		
1965MI139025	12-GRR Points	2006	12	8				
1965MI139025	12-GRR Points	1965	10	28	Kerston (terric taxadjunct)	Sandy or sandy-skeletal, mixed, euic, mesic Terric Haplosaprists		
1965MI139026	12-GRR Points	2006	12	8				
1965MI139026	12-GRR Points	1965	10	28	Adrian (haplohemist taxadjunct)	Sandy or sandy-skeletal, mixed, euic, mesic Terric Haplohemists		
1965MI139028	12-GRR Points	2006	12	8			42.8055	-86.1413889
1965MI139028	12-GRR Points	1965	10	28	Boots	Euic, mesic Typic Haplofibrists	42.8055	-86.1413889
1958MI139003	12-GRR Points	2006	12	11	Epoufette	Sandy, mixed, mesic Mollic Endoaqualfs		
1959MI139001	12-GRR Points	1959	6	10	Bono	Fine, illitic, mesic Typic Endoaquolls		
1959MI139001	12-GRR Points	2006	12	11				
1959MI139002	12-GRR Points	2006	12	11				
1959MI139002	12-GRR Points	1959	6	11	Pipestone	Sandy, mixed, mesic Typic Endoaquods		
1959MI139005	12-GRR Points	2006	12	12				
1959MI139005	12-GRR Points	1959	6	11	Granby	Sandy, mixed, mesic Typic Endoaquolls		
1959MI139006	12-GRR Points	2006	12	12				
1959MI139006	12-GRR Points	1957	6	11	Granby	Sandy, mixed, mesic Typic Endoaquolls		
1959MI139007	12-GRR Points	2006	12	12				
1959MI139007	12-GRR Points	1959	6	11	Dair	Mixed, mesic Typic Psammaquents		
1959MI139009	12-GRR Points	1959	6	15	Granby	Sandy, mixed, mesic Typic Endoaquolls		
1959MI139009	12-GRR Points	2006	12	12				
1959MI139010	12-GRR Points	2006	12	12				
1959MI139010	12-GRR Points	1959	6	15	Kingsville	Mixed, mesic Mollic Psammaquents		
1959MI139008	12-GRR Points	2006	12	12				
1959MI139008	12-GRR Points	1959	6	15	Selfridge	Sandy over clayey, mixed, semiactive, mesic Typic Epiaqualfs		
1959MI139011	12-GRR Points	2006	12	13				
1959MI139011	12-GRR Points	1959	6	15	Plainfield	Mixed, mesic Typic Udipsamments		
F1959MI121001	12-GRR Points	2006	12	13				
F1959MI121001	12-GRR Points	1959	9	10	Rubicon	Mesic		
1959MI121002	12-GRR Points	2006	12	13			43.1680694	-86.1498806
1959MI121002	12-GRR Points	1959	12	17	Kaleva	Sandy, isotic, mesic Typic Haplorthods	43.1680694	-86.1498806
1959MI121003	12-GRR Points	1959	12	17	Adrian	Euic, mesic Terric Haplohemists	43.2569722	-86.0921667
1959MI121003	12-GRR Points	2006	12	13			43.2569722	-86.0921667
1959MI139012	12-GRR Points	2006	12	13			42.9408472	-86.0236972
1959MI139012	12-GRR Points	1959	7	10	Granby	Sandy, mixed, mesic Typic Endoaquolls	42.9408472	-86.0236972
1959MI121004	12-GRR Points	1959	10	21	Adrian	Sandy or sandy-skeletal, mixed, euic, mesic Terric Haplosaprists		
1959MI121004	12-GRR Points	2006	12	13				
1959MI139013	12-GRR Points	2006	12	13				
1959MI139013	12-GRR Points	1959	7	10	Conrad	Mixed, mesic Typic Psammaquents		
F1960MI121001	12-GRR Points	2006	12	14	Allendale	Mesic		
F1960MI121002	12-GRR Points	2006	12	14	SND	Sandy over clayey, mixed, mesic Aquic Arenic Hapludalfs		
1959MI139014	12-GRR Points	2006	12	18	Pipestone	Sandy, mixed, mesic Typic Endoaquods		
1960MI139001	12-GRR Points	2006	12	18				
1960MI139001	12-GRR Points	1960	1	11	SND	Sandy, mixed, mesic Typic Endoaqualfs		
1960MI139002	12-GRR Points	2006	12	18				
1960MI139002	12-GRR Points	1960	4	19	Ithaca	Fine, mixed, semiactive, mesic Aquic Glossudalfs		
1960MI139003	12-GRR Points	2006	12	18				
1960MI139003	12-GRR Points	1960	4	8	Shoals	Fine-loamy, mixed, superactive, nonacid, mesic Fluventic Endoaquepts		
1960MI139004	12-GRR Points	2006	12	18	Brems	Mixed, mesic Aquic Udipsamments		
1960MI139006	12-GRR Points	2006	12	19				
1960MI139006	12-GRR Points	1960	4	1	SND	Coarse-loamy, mixed, mesic Mollic Endoaqualfs		
1960MI139005	12-GRR Points	2006	12	19				
1960MI139005	12-GRR Points	1960	4	1	SND	Sandy, mixed, mesic Mollic Endoaqualfs		
1960MI139007	12-GRR Points	2006	12	19				
1960MI139007	12-GRR Points	1960	4	1	SND	Sandy over clayey, mixed, mesic Typic Epiaquods		
1960MI139008	12-GRR Points	2006	12	19				
1960MI139008	12-GRR Points	1960	5	1	Capac	Fine-loamy, mixed, active, mesic Aquic Glossudalfs		
1960MI139010	12-GRR Points	2006	12	20				
1960MI139010	12-GRR Points	1960	5	1	Edmore	Sandy, mixed, mesic Mollic Endoaquents		
1960MI139011	12-GRR Points	2006	12	20				
1960MI139011	12-GRR Points	1960	6	1	Pinconning	Sandy, mixed, mesic Mollic Epiaquents		
1989MI025001	12-GRR Points	1989	12	1	Morley	Fine-loamy, mixed, mesic Typic Hapludalfs		
1989MI025002	12-GRR Points	1989	12	1	Pewamo	Fine, mixed, mesic Typic Argiudolls		
1989MI025003	12-GRR Points	1989	12	1	Morley	Fine, illitic, mesic Typic Hapludalfs	42.3681111	-84.9840278
1989MI025004	12-GRR Points	1989	9	21	Blount	Fine, illitic, mesic Aeric Epiaqualfs	42.3593889	-84.8484444
1960MI139013	12-GRR Points	2007	1	8	Sickles	Sandy over clayey, mixed, semiactive, nonacid, mesic Mollic Epiaquents		
1960MI139014	12-GRR Points	2007	1	8	Capac	Fine-loamy, mixed, active, mesic Aquic Glossudalfs		
1960MI139012	12-GRR Points	2007	1	8				
1960MI139012	12-GRR Points	1960	6	1	Thompsonville	Sandy, mixed, mesic Alfic Oxyaquic Haplorthods		
1960MI139016	12-GRR Points	2007	1	8				
1960MI139016	12-GRR Points	1960	10	25	Parkhill	Fine-loamy, mixed, semiactive, mesic Mollic Endoaqualfs		
1960MI139017	12-GRR Points	2007	1	8	SND	Fine-loamy, mixed, mesic Mollic Endoaqualfs		
1960MI139018	12-GRR Points	2007	1	8				
1960MI139018	12-GRR Points	2007	1	8	Thompsonville	Sandy, mixed, mesic Alfic Oxyaquic Haplorthods		
1960MI139019	12-GRR Points	2007	1	8	SND	Fine, mixed, mesic Mollic Endoaqualfs		
1960MI139020	12-GRR Points	2007	1	9	Ceresco clayey subsoil	Coarse-loamy, mixed, mesic Fluvaquentic Hapludolls		
1960MI139022	12-GRR Points	2007	1	9	Fulton glossic taxadjunct	Fine, mixed, mesic Aquic Glossudalfs		
1960MI139021	12-GRR Points	2007	1	9				
1960MI139021	12-GRR Points	1960	11	1	Morley			
1960MI139023	12-GRR Points	2007	1	9	Bowers	Mesic		
1961MI139001	12-GRR Points	2007	1	9				
1961MI139001	12-GRR Points	1961	3	20	Glendora (non-mollic, loamy layer in subsoil)	Sandy, mixed, mesic Typic Fluvaquents		
1961MI139002	12-GRR Points	2007	1	10				
1961MI139002	12-GRR Points	1961	3	20	Coloma	Mixed, mesic Lamellic Udipsamments		
1961MI139004	12-GRR Points	2007	1	10				
1961MI139004	12-GRR Points	1961	3	27	Ingersoll (mollic)	Fine-silty, mixed, mesic Aquollic Hapludalfs		
1961MI139006	12-GRR Points	2007	1	11				
1961MI139006	12-GRR Points	1961	3	27	Kinross (mesic)	Sandy, mixed, mesic Typic Endoaquods		
1961MI139003	12-GRR Points	2007	1	11	Shavenaugh (stratified loamy substratum)	Mixed, mesic Psammentic Hapludalfs		
1961MI139003	12-GRR Points	1961	3	20				
1961MI139007	12-GRR Points	2007	1	11				
1961MI139007	12-GRR Points	1961	3	27	Cosad	Sandy over clayey, mixed, mesic Aquic Udorthents		
1961MI139010	12-GRR Points	1961	3	31	SND	Fine, mixed, mesic Mollic Endoaqualfs		
1961MI139010	12-GRR Points	2007	1	11				
1961MI139011	12-GRR Points	2007	1	11				
1961MI139011	12-GRR Points	1961	3	31	SND	Fine, mixed, mesic Mollic Endoaqualfs		
1961MI139015	12-GRR Points	2007	1	12				
1961MI139015	12-GRR Points	1961	4	5	Pipestone (2" SL strata and LFS C)	Sandy, mixed, mesic Typic Endoaquods		
1961MI139014	12-GRR Points	2007	1	12				
1961MI139014	12-GRR Points	2007	1	12	Arkona (non-alfic?)	Sandy over clayey, mixed, mesic Typic Epiaquods		
1961MI139016	12-GRR Points	2007	1	12				
1961MI139016	12-GRR Points	1961	4	8	Shoals (sandy subsoil)	Fine-loamy, mixed, mesic Fluventic Endoaquepts		
1961MI139017	12-GRR Points	2007	1	12				
1961MI139017	12-GRR Points	1961	4	8	Kingsville	Mixed, mesic Mollic Psammaquents		
1961MI139018	12-GRR Points	2007	1	12				
1961MI139018	12-GRR Points	1961	4	12	UNSPECIFIED	Mesic		
E1961MI139020	12-GRR Points	2007	1	12				
E1961MI139020	12-GRR Points	1961	5	29	Blount			
1961MI139019	12-GRR Points	1961	4	12	UNSPECIFIED			
1961MI139019	12-GRR Points	2007	1	12				
1961MI139023	12-GRR Points	2007	1	12	Michillinda (P)	Mixed, mesic Typic Udipsamments		
1961MI139021	12-GRR Points	2007	1	16				
1961MI139021	12-GRR Points	1961	5	1	Granby (FSL surface)	Sandy, mixed, mesic Typic Endoaquolls		
1961MI139024	12-GRR Points	2007	1	16				
1961MI139024	12-GRR Points	1961	10	12	Cadmus	Fine-loamy, mixed, mesic Oxyaquic Hapludalfs		
1962MI139002	12-GRR Points	2007	1	17				
1962MI139002	12-GRR Points	1962	4	3	SND	Sandy, mixed, mesic Typic Endoaqualfs		
1962MI139004	12-GRR Points	2007	1	17				
1962MI139004	12-GRR Points	1962	5	16	Boyer (lamellic) w/ lfs&fs subsoil layers	Sandy, mixed, mesic Lamellic Hapludalfs		
1962MI139003	12-GRR Points	2007	1	17				
1962MI139003	12-GRR Points	1962	4	3	Pipestone	Sandy, mixed, mesic Typic Endoaquods		
1962MI139009	12-GRR Points	2007	1	18				
1962MI139009	12-GRR Points	1962	10	11	Ubly			
1962MI139008	12-GRR Points	2007	1	18				
1962MI139008	12-GRR Points	1962	10	11	Perrinton	Fine, mixed, active, mesic Oxyaquic Glossudalfs		
1962MI139010	12-GRR Points	2007	1	19				
1962MI139010	12-GRR Points	1962	10	12	Iosco			
1962MI139011	12-GRR Points	2007	1	19				
1962MI139011	12-GRR Points	1962	10	15	Melita			
1962MI139012	12-GRR Points	2007	1	22				
1962MI139012	12-GRR Points	1962	10	15	Wainola			
1962MI139013	12-GRR Points	2007	1	22				
1962MI139013	12-GRR Points	1962	10	16	Cadmus			
1962MI139016	12-GRR Points	1962	10	16	Olmstead	Fine-loamy, mixed, mesic Mollic Endoaqualfs		
1962MI139017	12-GRR Points	2007	1	22				
1962MI139017	12-GRR Points	1962	10	16	Metea			
1962MI139016	12-GRR Points	2007	1	23				
1962MI139018	12-GRR Points	2007	1	23				
1962MI139018	12-GRR Points	1962	10	16	Metamora			
1962MI139019	12-GRR Points	2007	1	23				
1962MI139019	12-GRR Points	1962	10	19	Milnichol	Sandy, mixed, mesic Typic Endoaquods		
1962MI139020	12-GRR Points	2007	1	23				
1962MI139020	12-GRR Points	1962	10	19	Gladwin (mesic taxadjunct)	Sandy, mixed, mesic Argic Endoaquods		
1962MI139023	12-GRR Points	2007	1	25				
1962MI139014	12-GRR Points	2007	1	31				
1962MI139014	12-GRR Points	1962	10	16	Palo			
1962MI139028	12-GRR Points	2007	2	1				
1962MI139028	12-GRR Points	1962	10	30	Breckenridge			
1962MI139032	12-GRR Points	1962	11	19	Brevort	Mesic		
1962MI139032	12-GRR Points	2007	2	2				
1962MI139033	12-GRR Points	2007	2	7				
1962MI139033	12-GRR Points	1962	11	20	Ronald			
E1962MI139034	12-GRR Points	2007	2	7				
E1962MI139034	12-GRR Points	1962	11	20	Colwood			
1963MI139005	12-GRR Points	2007	2	22				
1963MI139005	12-GRR Points	1963	9	4	Oakville			
1964MI139004	12-GRR Points	2007	2	27				
1964MI139004	12-GRR Points	1964	7	10	Wainola	Sandy, mixed, mesic Typic Epiaquolls		
NAMI139018	12-GRR Points	2006	12	5	Ubly	Coarse-loamy, mixed, mesic Alfic Haplorthods		
NAMI139019	12-GRR Points	2006	12	5	Manistee	Sandy over clayey, mixed, mesic Alfic Haplorthods		
1961MI139008	12-GRR Points	2007	1	11				
1961MI139008	12-GRR Points	1961	3	30	SND	Fine-silty, mixed, mesic Typic Endoaqualfs		
1961MI139013	12-GRR Points	2007	1	11				
1961MI139013	12-GRR Points	1961	4	5	SND	Fine, mixed, mesic Typic Endoaqualfs		
1962MI139005	12-GRR Points	2007	1	18				
1962MI139005	12-GRR Points	1962	8	7	Covert-banded subsoil			
1962MI139006	12-GRR Points	2007	1	18				
1962MI139006	12-GRR Points	1962	8	7	Macomb (w/ no gravelly 2C)	Fine-loamy, mixed, mesic Aquollic Hapludalfs		
1962MI139021	12-GRR Points	2007	1	25				
1962MI139021	12-GRR Points	1962	10	23	Menominee			
1962MI139022	12-GRR Points	2007	1	25				
1962MI139022	12-GRR Points	1962	12	23	Wallkill			
1962MI139024	12-GRR Points	2007	1	25				
1962MI139024	12-GRR Points	1962	10	29	Algansee			
1962MI139025	12-GRR Points	2007	2	1				
1962MI139025	12-GRR Points	1962	10	26	Deford			
1962MI139026	12-GRR Points	2007	2	1				
1962MI139026	12-GRR Points	1962	10	29	Glendora			
1962MI139027	12-GRR Points	2007	2	1				
1962MI139027	12-GRR Points	1962	10	30	SND	Fine-loamy, mixed, mesic Mollic Albaqualfs		
E1962MI139030	12-GRR Points	2007	2	1				
E1962MI139030	12-GRR Points	1962	11	11	Lapeer			
1962MI139031	12-GRR Points	2007	2	1				
1962MI139031	12-GRR Points	1962	11	19	Belding			
1962MI139035	12-GRR Points	2007	2	8			42.8241389	-85.9313056
1962MI139035	12-GRR Points	1962	11	21	Conover	Fine-loamy, mixed, active, mesic Aquollic Hapludalfs	42.8241389	-85.9313056
1963MI139001	12-GRR Points	2007	2	8			43.0086361	-85.8111833
1963MI139001	12-GRR Points	1963	8	6	Onekama	Fine, mixed, active, mesic Haplic Glossudalfs	43.0086361	-85.8111833
1963MI139002	12-GRR Points	2007	2	8				
1963MI139002	12-GRR Points	1963	8	6	Onekama	Fine, mixed, active, mesic Typic Hapludalfs		
1963MI139003	12-GRR Points	2007	2	8				
1963MI139003	12-GRR Points	1963	9	4	Boyer			
1963MI139004	12-GRR Points	2007	2	8				
1963MI139004	12-GRR Points	1963	9	4	Matherton			
1963MI139006	12-GRR Points	2007	2	22				
1963MI139006	12-GRR Points	1963	9	11	Oakville			
1963MI139007	12-GRR Points	2007	2	22	Richter			
1963MI139008	12-GRR Points	2007	2	22	Palo			
1954MI139001	12-GRR Points	2007	2	22				
1954MI139001	12-GRR Points	1954	11	12	Poygan	Fine, mixed, active, mesic Typic Epiaquolls		
1964MI139002	12-GRR Points	2007	2	22	Onekama	Fine, mixed, active, mesic Haplic Glossudalfs	43.0659861	-85.8839917
1964MI139003	12-GRR Points	2007	2	22				
1964MI139003	12-GRR Points	1964	7	10	Otisco			
1964MI139007	12-GRR Points	1964	8	31	Oshtemo	Coarse-loamy, mixed, active, mesic Ultic Hapludalfs	42.7967222	-85.8121389
1964MI139007	12-GRR Points	2007	3	12			42.7967222	-85.8121389
1964MI139006	12-GRR Points	1964	8	26	Edwards	Marly, euic, mesic Limnic Haplohemists	42.768	-85.8493889
1964MI139006	12-GRR Points	2007	3	12			42.768	-85.8493889
1964MI139008	12-GRR Points	1964	8	31	Spinks	Sandy, mixed, mesic Lamellic Hapludalfs	42.7966944	-85.8205556
1964MI139008	12-GRR Points	2007	3	12			42.7966944	-85.8205556
E1964MI139009	12-GRR Points	2007	3	13				
E1964MI139009	12-GRR Points	1964	8	31	Oakville	Mesic Oxyaquic Hapludolls		
1964MI139010	12-GRR Points	2007	3	13			42.7825278	-85.8081667
1964MI139010	12-GRR Points	1964	8	31	Oshtemo	Coarse-loamy, mixed, active, mesic Inceptic Hapludalfs	42.7825278	-85.8081667
E1964MI139012	12-GRR Points	1964	8	1	Morley	Fine, mixed, mesic Oxyaquic Hapludalfs		
E1964MI139012	12-GRR Points	2007	3	14				
E1964MI139013	12-GRR Points	1964	8	1	Oakville	Mixed, mesic Typic Udipsamments		
E1964MI139013	12-GRR Points	2007	3	14				
E1964MI139014	12-GRR Points	2007	3	14				
E1964MI139014	12-GRR Points	1964	8	1	Blount	Fine, mesic Aeric Epiaqualfs		
E1964MI139016	12-GRR Points	1964	8	1	Shoals	Fine-loamy, mixed, superactive, nonacid, mesic Fluvaquentic Endoaquepts		
E1964MI139016	12-GRR Points	2007	3	14				
1964MI139032	12-GRR Points	2007	3	21				
1964MI139032	12-GRR Points	2007	3	21	Montcalm	Sandy, mixed, mesic Typic Hapludalfs		
E1964MI139034	12-GRR Points	2007	3	22	Benona	Sandy, mixed, mesic Lamellic Haplorthods		
1964MI139040	12-GRR Points	2007	3	22	Plainfield - dune	Mixed, mesic Typic Udipsamments		
1964MI139042	12-GRR Points	2007	3	22	Kalamazoo	Fine-loamy, mixed, semiactive, mesic Typic Hapludalfs		
1964MI139043	12-GRR Points	2007	3	22	Iosco	Sandy over loamy, mixed, mesic Argic Endoaquods		
1965MI139003	12-GRR Points	2007	3	30				
1965MI139003	12-GRR Points	1965	1	6	Arkona	Sandy over clayey, mixed, semiactive, mesic Alfic Epiaquods		
1965MI139004	12-GRR Points	2007	3	30				
1965MI139004	12-GRR Points	1965	10	17	Capac	Fine-loamy, mixed, active, mesic Aquic Glossudalfs		
1965MI139006	12-GRR Points	1965	10	17	Parkhill	Fine-loamy, mixed, semiactive, mesic Mollic Endoaqualfs		
1965MI139006	12-GRR Points	2007	4	3				
1965MI139007	12-GRR Points	2007	4	3				
1965MI139007	12-GRR Points	1965	10	17	Sickles	Sandy, mixed, mesic Mollic Epiaquents		
1965MI139008	12-GRR Points	1965	10	19	Belding	Fine-loamy, mixed, mesic Mollic Endoaqualfs		
1965MI139008	12-GRR Points	2007	4	3				
1965MI139011	12-GRR Points	2007	4	4				
1965MI139011	12-GRR Points	1965	10	19	Iosco	Sandy over loamy, mixed, mesic Argic Endoaquods		
1965MI139013	12-GRR Points	2007	4	4				
1965MI139013	12-GRR Points	1965	10	22	SND	Coarse-loamy over sandy or sandy-skeletal, mixed, mesic Typic Argiaquolls		
1965MI139015	12-GRR Points	2007	4	4				
1965MI139015	12-GRR Points	1965	10	22	Iosco	Sandy over loamy, mixed, mesic Mollic Oxyaquic Hapludalfs		
1965MI139021	12-GRR Points	2007	4	5				
1965MI139021	12-GRR Points	1965	10	25	Morocco	Mixed, mesic Aquic Udipsamments		
1965MI139022	12-GRR Points	2007	4	5				
1965MI139022	12-GRR Points	1965	10	27	Selkirk	Fine, mixed, semiactive, mesic Mollic Oxyaquic Hapludalfs		
1965MI139024	12-GRR Points	1965	10	27	SND	Coarse-loamy over clayey, mixed, mesic Aquic Glossudalfs		
1965MI139024	12-GRR Points	2007	4	5				
1965MI139027	12-GRR Points	2007	4	6				
1965MI139027	12-GRR Points	1965	10	28	SND	Sandy over loamy, mixed, mesic Oxyaquic Glossudalfs		
1965MI139029	12-GRR Points	1965	11	1	SND	Fine-loamy, mixed, mesic Typic Glossaqualfs		
1965MI139029	12-GRR Points	2007	4	6				
1965MI139031	12-GRR Points	2007	4	6				
1965MI139031	12-GRR Points	1965	11	1	SND	Fine-silty, mixed, mesic Typic Argiaquolls		
1965MI139032	12-GRR Points	2007	4	6				
1965MI139032	12-GRR Points	1965	11	1	Cohoctah (non-mollic taxadjunct)	Sandy over loamy, mixed, mesic Typic Fluvaquents		
1965MI139033	12-GRR Points	2007	4	9				
1965MI139033	12-GRR Points	1965	11	1	Cohoctah	Coarse-loamy, mixed, active, mesic Fluvaquentic Endoaquolls		
1965MI139035	12-GRR Points	2007	4	9				
1965MI139035	12-GRR Points	1965	11	1	Seward	Loamy, mixed, mesic Arenic Oxyaquic Hapludalfs		
1965MI139036	12-GRR Points	2007	4	9				
1965MI139036	12-GRR Points	1965	11	2	Coloma	Mixed, mesic Lamellic Udipsamments		
1965MI139038	12-GRR Points	1965	11	2	Sloan	Fine-loamy, mixed, mesic Fluvaquentic Endoaquolls		
1965MI139038	12-GRR Points	2007	4	9				
1965MI139039	12-GRR Points	1965	11	2	Sloan (8" of sandy strata in PSC)	Fine-loamy, mixed, mesic Fluvaquentic Endoaquolls		
1965MI139039	12-GRR Points	2007	4	9				
1965MI139042	12-GRR Points	2007	4	9	Strole	Fine, mixed, mesic Aquic Argiudolls		
1965MI139042	12-GRR Points	2007	4	9				
1965MI139044	12-GRR Points	2007	4	9			43.0360833	-86.0590278
