"phase","litter.min","litter.max","logs.min","logs.max","moss.min","moss.max","lichen.min","lichen.max","water.min","water.max","hour1.min","hour1.max","hour10.min","hour10.max","hour100.min","hour100.max","hour1000.min","hour1000.max","hour10000.min","hour10000.max"
,10,100,0,2,0,5,0,0,0,0,0.1,0.1,0,0,0.3,1,0.3,1,,
