"","peiid","User.Site.ID","siteiid","site_id","obs_date","utmzone","utmeasting","utmnorthing","x","y","horizdatnm","Std.Longitude","Std.Latitude","gpspositionalerror","describer","pedonpurpose","pedontype","pedlabsampnum","labdatadescflag","tsectstopnum","tsectinterval","utransectid","tsectkind","tsectselmeth","elev_field","slope_field","aspect_field","plantassocnm","earthcovkind1","earthcovkind2","erocl","bedrckdepth","bedrckkind","bedrckhardness","hillslopeprof","geomslopeseg","shapeacross","shapedown","slopecomplex","drainagecl","geomposhill","geomposmntn","geomposflats","slope_shape","classdate","classifier","classtype","Current.Taxon.Name","localphase","taxonkind","seriesstatus","taxpartsize","taxorder","taxsuborder","taxgrtgroup","taxsubgrp","soiltaxedition","osdtypelocflag","taxmoistcl","taxtempregime","taxfamother","psctopdepth","pscbotdepth","selection_method","ecositeid","ecositenm","ecositecorrdate","es_classifier","es_selection_method","argillic.horizon","ochric.epipedon","albic.horizon","spodic.horizon","ortstein","duripan","cambic.horizon","paralithic.contact","lithic.contact","aquic.conditions","redox.concentrations","reduced.matrix","anthropic.epipedon","mollic.epipedon","sapric.soil.materials","marl","limnic.materials","endosaturation","redox.depletions.with.chroma.2.or.less","natric.horizon","mottles.with.chroma.2.or.less","densic.materials","histic.epipedon","umbric.epipedon","agric.horizon","glossic.horizon","coprogenous.earth","fragipan","lamellae","calcic.horizon","densic.contact","free.carbonates","lithologic.discontinuity","interfingering.of.albic.materials","fibric.soil.materials","secondary.carbonates","hemic.soil.materials","albic.materials","episaturation","abrupt.textural.change","fragic.soil.properties","placic.horizon","strongly.contrasting.particle.size.class","human.transported.material","artifacts","resistant.minerals","sulfidic.materials","sulfuric.horizon","weatherable.minerals","surface_fgravel","surface_gravel","surface_cobbles","surface_stones","surface_boulders","surface_channers","surface_flagstones","surface_paragravel","surface_paracobbles","landform_string","pmkind","pmorigin","Current.Taxonomic.Class","distance","distance2"
"4300","327282","1979MI005003",326324,"1979MI005003",1979-08-28,NA,NA,NA,-85.563362121582,42.7110824584961,"NAD83",-85.5633611,42.7110833,NA,"Lyle H. Linsemier, Peter J. Lumbert, AGS","full pedon description","TUD pedon",NA,0,NA,NA,NA,NA,NA,246.300003051758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very poorly",NA,NA,NA,NA,2009-01-23 13:51:16,NA,"correlated","Napoleon",NA,"series",NA,"not used","histosols","hemists","haplohemists","typic haplohemists","tenth edition",0,"aquic","mesic",NA,0,130,"most recent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,"outwash plain","organic, herbaceous material","NA","mesic, typic haplohemists",196467.498368753,1
"4304","327343","1979MI005007",326380,"1979MI005007",1979-09-17,NA,NA,NA,-85.5781402587891,42.6863327026367,"NAD83",-85.5781389,42.6863333,NA,"Lyle H. Linsemier, Peter J. Lumbert, AGS","full pedon description","within range of map unit",NA,0,NA,NA,NA,NA,NA,243.800003051758,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very poorly",NA,NA,NA,NA,2009-01-23 00:00:00,NA,"correlated","Adrian",NA,"series","established","sandy or sandy-skeletal","histosols","saprists","haplosaprists","terric haplosaprists","tenth edition",0,"aquic","mesic",NA,56,130,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"outwash plain","organic, herbaceous material & outwash","NA","sandy or sandy-skeletal, mesic, terric haplosaprists",193591.539973043,1
"4305","327357","1979MI005008",326396,"1979MI005008",1979-09-17,NA,NA,NA,-85.5750579833984,42.6951103210449,"NAD83",-85.5750556,42.6951111,NA,"Lyle H. Linsemier, Peter J. Lumbert, AGS","full pedon description","TUD pedon",NA,0,NA,NA,NA,NA,NA,243.800003051758,0,NA,NA,NA,NA,NA,NA,NA,NA,"toeslope",NA,NA,NA,NA,"very poorly","base slope",NA,NA,NA,2009-01-23 16:16:07,NA,"correlated","Houghton",NA,"series",NA,"not used","histosols","saprists","haplosaprists","typic haplosaprists","tenth edition",0,"aquic","mesic",NA,NA,NA,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"outwash plain","organic, herbaceous material","NA","mesic, typic haplosaprists",194430.505404002,1
"4314","328603","1979MI005013",328706,"1979MI005013",1979-09-21,16,NA,NA,-86.0746383666992,42.7115020751953,"NAD83",-86.0746389,42.7115,NA,"Lyle H. Linsemier, Peter J. Lumbert, AGS","full pedon description","TUD pedon",NA,0,NA,NA,NA,NA,NA,206.699996948242,0,NA,NA,NA,NA,NA,NA,NA,NA,"toeslope",NA,NA,NA,NA,"very poorly","base slope",NA,NA,NA,2009-01-26 20:35:18,NA,"correlated","Palms",NA,"series",NA,"loamy","histosols","saprists","haplosaprists","terric haplosaprists","tenth edition",0,"aquic","mesic",NA,56,130,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"depression & moraine","organic, herbaceous material & till, unspecified","NA","loamy, mesic, terric haplosaprists",157232.306855348,1
"4349","329681","1980MI005004",329782,"1980MI005004",1980-11-17,16,NA,NA,-85.5626449584961,42.4950561523438,"NAD83",-85.5626389,42.4950556,NA,"ESC, AGS","soil survey inventory","within range of map unit",NA,0,NA,NA,NA,NA,NA,228.600006103516,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very poorly",NA,NA,NA,NA,2009-02-02 00:00:00,NA,"correlated","Adrian",NA,"series","established","sandy or sandy-skeletal","histosols","saprists","haplosaprists","terric haplosaprists","tenth edition",0,"aquic","mesic",NA,102,132,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"flood plain & outwash plain","organic, herbaceous material & outwash","NA","sandy or sandy-skeletal, mesic, terric haplosaprists",183135.934275639,1
"4350","329682","1992MI079028",329771,"1992MI079028",1992-09-01,16,637830,4943349,-85.2623672485352,44.6302719116211,"WGS84",-85.2623694,44.6302722,NA,NA,"soil survey inventory","TUD pedon",NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very poorly",NA,NA,NA,NA,1998-05-03 00:00:00,NA,"correlated","Lupton",NA,"series","established","not used","histosols","saprists","haplosaprists","typic haplosaprists","tenth edition",0,NA,"frigid",NA,0,130,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"lake plain & outwash plain & moraine","organic, herbaceous material","NA","frigid, typic haplosaprists",381160.262108751,1
"4357","329690","1989MI039007",329808,"1989MI039007",1989-10-02,16,686885,4953688,-84.6406097412109,44.7121696472168,"WGS84",-84.6406139,44.7121694,NA,"John O. Werlein","soil survey inventory","OSD pedon",NA,0,NA,NA,NA,NA,NA,354,1,225,NA,"shrub cover",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"very poorly",NA,NA,NA,NA,2012-04-03 18:12:57,NA,"correlated","Ausable",NA,"series",NA,"sandy","inceptisols","aquepts","humaquepts","histic humaquepts","eighth edition",0,NA,"frigid",NA,25,102,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"flood plain","alluvium","NA","sandy, frigid, histic humaquepts",424204.625826632,1
"4363","329836","1981MI005006",329928,"1981MI005006",1981-06-12,16,NA,NA,-85.557861328125,42.5521392822266,"NAD83",-85.5578611,42.5521389,NA,"ESC",NA,"within range of map unit",NA,0,NA,NA,NA,NA,NA,226.800003051758,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very poorly",NA,NA,NA,NA,2009-02-02 20:05:14,NA,"correlated","Martisco",NA,"series",NA,"fine-silty","inceptisols","aquepts","humaquepts","histic humaquepts","tenth edition",0,"aquic","mesic",NA,NA,NA,"most recent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,"backswamp & flood plain & outwash plain","organic, herbaceous material & marl & outwash","NA","fine-silty, mesic, histic humaquepts",186886.37111701,1
"4377","331291","1974MI035009",331352,"1974MI035009",1974-08-29,16,655141,4864223,-85.0677261352539,43.9147720336914,"WGS84",-85.0677278,43.9147722,NA,"Paul Corder","full pedon description","OSD pedon",NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"simple","very poorly",NA,NA,NA,NA,2012-04-03 18:12:57,NA,"correlated","Loxley",NA,"series",NA,NA,"histosols","saprists","haplosaprists","typic haplosaprists","tenth edition",0,NA,"frigid",NA,0,130,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"bog","organic, herbaceous material","NA","frigid, typic haplosaprists",326997.25124911,1
"4420","337367","1967MI115048",337321,"1967MI115048",1967-12-01,17,278343,4632599,-83.668586730957,41.8142318725586,"WGS84",-83.6685917,41.8142333,NA,"Donald F. Gibbs","soil survey inventory","correlates to named soil",NA,0,NA,NA,NA,NA,NA,203,0,NA,NA,"crop cover","row crop","0",NA,NA,NA,NA,NA,"linear","linear","simple","very poorly",NA,NA,NA,"linear / linear",2018-10-15 00:00:00,"Eric S. Gano","correlated","Houghton",NA,"series","established","not used","histosols","saprists","haplosaprists","typic haplosaprists","twelfth edition",0,"aquic","mesic","not used",NA,NA,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"glacial drainage channel","organic, unspecified","NA","mesic, typic haplosaprists",354662.899747551,1
"4421","337442","1967MI115045",337399,"1967MI115045",1967-10-24,17,283205,4629960,-83.6091537475586,41.7918357849121,"WGS84",-83.6091528,41.7918361,NA,"Donald F. Gibbs","soil survey inventory","correlates to named soil",NA,0,NA,NA,NA,NA,NA,201,0,NA,NA,"shrub cover","native shrubs","0",NA,NA,NA,NA,NA,"concave","concave","simple","very poorly",NA,NA,NA,"concave / concave",2018-10-15 00:00:00,"Eric S. Gano","correlated","Edselton",NA,"series","established","not used","histosols","saprists","haplosaprists","limnic haplosaprists","twelfth edition",0,"aquic","mesic","not used",NA,NA,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"glacial drainage channel","organic, unspecified & marl & glaciofluvial deposits","NA","mesic, limnic haplosaprists",360718.138833485,1
"4422","337462","1967MI115046",337417,"1967MI115046",1967-10-24,17,281518,4628499,-83.6288986206055,41.7782287597656,"WGS84",-83.6288972,41.7782278,NA,"Donald F. Gibbs","soil survey inventory","taxadjunct to the series",NA,0,NA,NA,NA,NA,NA,202,0,NA,NA,"shrub cover","native shrubs","0",NA,NA,NA,NA,NA,"linear","linear","simple","very poorly",NA,NA,NA,"linear / linear",2018-10-15 00:00:00,"Eric S. Gano","correlated","Adrian",NA,"taxadjunct","established","sandy or sandy-skeletal","histosols","hemists","haplohemists","terric haplohemists","twelfth edition",0,"aquic","mesic","not used",81,130,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"glacial drainage channel","organic, unspecified & glaciofluvial deposits","NA","sandy or sandy-skeletal, mesic, terric haplohemists",358604.931694948,1
"4428","337793","1992MI079013",337742,"1992MI079013",1992-07-07,16,669231,4964053,-84.8598861694336,44.8098068237305,"WGS84",-84.8598861,44.8098083,NA,"Joseph K. Calus","soil survey inventory","TUD pedon",NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,"tree cover",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"very poorly",NA,NA,NA,NA,2012-04-03 18:12:59,NA,"correlated","Ausable",NA,"series",NA,"sandy","inceptisols","aquepts","humaquepts","histic humaquepts","eighth edition",0,NA,"frigid",NA,25,102,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"flood plain","alluvium","NA","sandy, frigid, histic humaquepts",420046.383844967,1
"4430","337795","1992MI079026",337744,"1992MI079026",1992-08-26,16,636555,4945035,-85.2779846191406,44.6456832885742,"WGS84",-85.2779889,44.6456861,NA,"Tom Bauer","soil survey inventory","TUD pedon",NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"very poorly",NA,NA,NA,NA,2012-04-03 18:12:59,NA,"correlated","Bowstring",NA,"series",NA,"not used","histosols","saprists","haplosaprists","fluvaquentic haplosaprists","eighth edition",0,NA,"frigid",NA,0,130,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"alluvial flat","organic, unspecified","NA","frigid, fluvaquentic haplosaprists",381853.914173178,1
"4434","337799","1992MI079037",337748,"1992MI079037",1992-10-09,16,647005,4943574,-85.1466903686523,44.6304740905762,"WGS84",-85.1466944,44.630475,NA,"Tom Bauer","soil survey inventory","TUD pedon",NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"very poorly",NA,NA,NA,NA,2012-04-03 18:12:59,NA,"correlated","Dawson",NA,"series",NA,"sandy or sandy-skeletal","histosols","saprists","haplosaprists","terric haplosaprists","eighth edition",0,NA,"frigid",NA,51,130,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"outwash plain","organic, herbaceous material & glaciofluvial deposits","NA","sandy or sandy-skeletal, frigid, terric haplosaprists",387268.212413016,1
"4439","338424","1993MI079012",338336,"1993MI079012",1993-05-21,16,642873,4952130,-85.1963729858398,44.7082977294922,"WGS84",-85.196375,44.7082972,NA,"Thomas J. Bauer","soil survey inventory","TUD pedon",NA,0,NA,NA,NA,NA,NA,313,1,NA,NA,"tree cover",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"very poorly",NA,NA,NA,NA,2012-04-03 18:12:59,NA,"correlated","Leafriver",NA,"series",NA,"sandy","inceptisols","aquepts","humaquepts","histic humaquepts","eighth edition",0,NA,"frigid",NA,25,102,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"outwash plain","outwash","NA","sandy, frigid, histic humaquepts",392099.709480869,1
"4440","338425","1994MI079006",338337,"1994MI079006",1994-09-22,16,639049,4941363,-85.2475433349609,44.6121635437012,"WGS84",-85.2475472,44.6121667,NA,"Thomas J. Bauer","soil survey inventory","TUD pedon",NA,0,NA,NA,NA,NA,NA,334,1,NA,NA,"shrub cover",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"very poorly",NA,NA,NA,NA,2012-04-03 18:12:59,NA,"correlated","Loxley",NA,"series",NA,"not used","histosols","saprists","haplosaprists","typic haplosaprists","eighth edition",0,NA,"frigid",NA,NA,NA,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"ground moraine","organic, herbaceous material","NA","frigid, typic haplosaprists",380179.273539294,1
"4453","342012","1992MI079027",341894,"1992MI079027",1992-08-26,16,638581,4946844,-85.2519607543945,44.6615753173828,"WGS84",-85.2519611,44.661575,NA,"Tom Bauer","soil survey inventory","TUD pedon",NA,0,NA,NA,NA,NA,NA,310.899993896484,1,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"very poorly",NA,NA,NA,NA,2012-04-03 00:00:00,NA,"correlated","Tawas",NA,"series","established","sandy or sandy-skeletal","histosols","saprists","haplosaprists","terric haplosaprists","eleventh edition",0,"aquic","frigid",NA,53,130,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"outwash plain","organic, unspecified & drift","NA","sandy or sandy-skeletal, frigid, terric haplosaprists",384722.262912921,1
"4476","358729","2009MI121004",359142,"2009MI121004",2009-08-28,NA,NA,NA,-86.1081924438477,43.209529876709,"NAD83",-86.1081924,43.2095261,NA,"Matt Bromley","laboratory sampling site","taxadjunct to the series","10N0100",0,NA,NA,NA,NA,NA,192,0,NA,NA,NA,NA,"0",NA,NA,NA,"toeslope",NA,NA,NA,"complex","very poorly",NA,NA,"dip",NA,2013-04-15 00:00:00,"MZ","correlated","Adrian",NA,"taxadjunct","established","sandy or sandy-skeletal","histosols","hemists","haplohemists","terric haplohemists","eleventh edition",0,"aquic","mesic","not used",76,130,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"lake plain","organic, unspecified & alluvium","NA","sandy or sandy-skeletal, mesic, terric haplohemists",200334.717417876,1
"4536","364448","S09MI121004",364768,"F2009MI121004",2009-08-28,NA,NA,NA,-86.1081924438477,43.209529876709,"NAD83",-86.1081924,43.2095261,NA,"Matt Bromley","full pedon description","correlates to named soil","10N0100",0,NA,NA,NA,NA,NA,192,0,NA,NA,NA,NA,"0",NA,NA,NA,"toeslope",NA,NA,NA,"complex","very poorly",NA,NA,"dip",NA,2009-08-28 00:00:00,NA,"sampled as","Adrian",NA,NA,NA,"sandy","histosols","saprists","haplosaprists","terric haplosaprists","tenth edition",0,"aquic","mesic","not used",76,130,"single record",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"lake plain","organic, unspecified & alluvium","NA","sandy, mesic, terric haplosaprists",200334.717417876,1
"4882","372298","2009MI117F008",372635,"2009MI117F008",2009-10-26,NA,NA,NA,-85.4575500488281,43.4493064880371,"NAD83",-85.4575556,43.4493056,NA,"Matt Bromley","soil survey inventory","undefined observation",NA,0,NA,NA,NA,NA,NA,274,0,NA,NA,NA,NA,"0",NA,NA,NA,"toeslope",NA,NA,NA,"complex","very poorly","base slope",NA,NA,NA,2009-10-26 00:00:00,NA,"sampled as","Houghton",NA,NA,NA,"not used","histosols","saprists","haplosaprists","typic haplosaprists","tenth edition",0,"aquic","mesic","not used",NA,NA,"single record",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"depression & moraine","organic, unspecified","NA","mesic, typic haplosaprists",261282.602536029,1
